epoch,train_loss,test_loss
0,0.6436192492401992,0.33637575775969264
1,0.37588397180264527,0.3101106297736074
2,0.3466551891742467,0.29242032415726604
3,0.32122656831860397,0.2589535038260853
4,0.2913668978410284,0.2405495021273108
5,0.27273441540773835,0.21697486498776605
6,0.25569493956092504,0.2032705758716546
7,0.24333526567985891,0.2142604241768519
8,0.23284602733317594,0.2039004505849352
9,0.22559574086686435,0.21846208765226252
10,0.22209674842319885,0.18419005561108684
11,0.22228400469116694,0.16754855580774008
12,0.21337924246085258,0.17386801599287519
13,0.20535092171957664,0.17109323789676031
14,0.20331452968422592,0.15971406593042262
15,0.1986177733551425,0.1592459937228876
16,0.19556666440562992,0.157054588052572
17,0.188952181456513,0.16046953960960986
18,0.18622497658854426,0.16899586089101493
19,0.18949977804007107,0.15166018391941108
20,0.1819083354323558,0.1493805578234149
21,0.1787500547179351,0.14640361275158675
22,0.18487674993407277,0.15155561297547585
23,0.17482292985182876,0.24454609465365315
24,0.17495825172523344,0.14309085189711815
25,0.17079896748465248,0.14217177413257898
26,0.1764602852343206,0.1423307132779383
27,0.16902963979562222,0.1390279448207687
28,0.16803033846849066,0.14035971740297243
29,0.16736880510174254,0.13827360552899978
30,0.1642502541500671,0.14241131847979976
31,0.16408941825799617,0.13980192223600313
32,0.16584862756852545,0.13569390583856433
33,0.16241009052429942,0.13470988969008127
34,0.1602561419940895,0.13366063567353229
35,0.16153511561081269,0.13504156704042472
36,0.1622384023942262,0.13229430656807095
37,0.15959363522396017,0.13432251019220726
38,0.15638256992296237,0.13628245466480068
39,0.1559597260151943,0.1317631784899562
40,0.15632156072123188,0.13312806145233266
41,0.15535797610715593,0.13416281576250114
42,0.1565813967883224,0.1309073234305662
43,0.15402488207192716,0.13338367465664358
44,0.1564100280349641,0.13038002246735142
45,0.15141187981224816,0.1325094080438801
46,0.15579896706103116,0.1292411337296168
47,0.15050528980746194,0.12851657981381698
48,0.15035495010457578,0.1285459710394635
49,0.14951654742318732,0.12839432352898167
50,0.14871457516784065,0.12743769337733588
51,0.14983348312462147,0.1313288895522847
52,0.14810197147904883,0.1279822532452789
53,0.1486131544071777,0.12713618430436827
54,0.15240446770343652,0.12764773108795577
55,0.14633187608074183,0.13725193107829375
56,0.14714787989382913,0.12726131096190096
57,0.14853781243915534,0.12566925468398074
58,0.14629904773363098,0.12597331521557828
59,0.14518285702446637,0.1255562247014513
60,0.14392877745824378,0.12538879247857074
61,0.14515337721874594,0.1259568964733797
62,0.14422817787793027,0.12577549894066417
63,0.14465837237787013,0.12537532036795335
64,0.14409285487014978,0.12459925211527768
65,0.14206446861523803,0.12379405793606066
66,0.14276608004349303,0.12436354204135783
67,0.14202325263862633,0.12447299311558406
68,0.1414813970132809,0.12367861615676506
69,0.14291889903824165,0.12329681407587201
70,0.14328461411736915,0.12282493812780754
71,0.13949546397603532,0.12289917658941418
72,0.13982831240244817,0.12562207424757527
73,0.13998989988658372,0.12227710204965928
74,0.13869120649784694,0.1223051290886075
75,0.13930270502323355,0.12179733140795838
76,0.1399847815464388,0.12172988320098203
77,0.13853661798566907,0.12184636616239361
78,0.13840308662925946,0.1206963652489232
79,0.13805830721878395,0.12141703113036997
80,0.13804459122625543,0.12246057814827152
81,0.13656062519361564,0.12104358801654741
82,0.13954124082419816,0.12072070337393705
83,0.13944903162198002,0.119645804020704
84,0.13623117322462922,0.12022307128006336
85,0.1364899429874937,0.1201695503995699
86,0.1358934230421841,0.12029179185628891
87,0.1349020554036374,0.12007443241628946
88,0.13561815264817423,0.11895493651721992
89,0.13460894269317425,0.11862535292611402
90,0.13405372602604193,0.11826925271866369
91,0.13347798522366677,0.11825312206558153
92,0.13314826276502714,0.1171447583565525
93,0.13270828175051058,0.11810415252750996
94,0.1322030673908403,0.11741772914926212
95,0.13184281434051592,0.116893620832878
96,0.13853951952852372,0.11667118404133647
97,0.13120781896175335,0.11621457484422945
98,0.13119564524848337,0.11735970570760615
99,0.13045180598943154,0.1154005753205103
100,0.13264557125725207,0.11563115062959053
101,0.13060345966255477,0.11544071590783549
102,0.13009474086195194,0.11930125666891828
103,0.1298013802767526,0.11584432949038113
104,0.12964275630869326,0.11475379341373257
105,0.12784848347687403,0.1140656990601736
106,0.12866339632894178,0.11407108305423867
107,0.12823303773472863,0.1136485417830009
108,0.1279484680995581,0.11333905277298946
109,0.12687069894553102,0.11309193001658309
110,0.12762791108925362,0.11280554489177816
111,0.12706788822591086,0.11360519386681855
112,0.1258451247022881,0.11270982962028653
113,0.12585526768313254,0.11244762937227885
114,0.12556430836288707,0.11255536301463258
115,0.12559392334083402,0.11153135631306499
116,0.12526262065125732,0.11204208455541555
117,0.12445910143394853,0.1111429609066131
118,0.12357346336930156,0.1106509417295456
119,0.12320926852624106,0.11015412839604359
120,0.12358239789501323,0.11040914350864935
121,0.12266357334718635,0.1106436606131348
122,0.12265225801158619,0.11030741642210998
123,0.12279439064130714,0.1103631208340327
124,0.12161530241206851,0.10930649939851433
125,0.12144585020032492,0.10926932472662598
126,0.12143924109066012,0.1084974550952514
127,0.12123351600406812,0.10850738120429657
128,0.12050732523747397,0.10807439838262166
129,0.1197872133460463,0.10770382750414166
130,0.11944794594951147,0.10775019725163777
131,0.11957295616491993,0.10745988647435226
132,0.11901806054430379,0.10682171875355291
133,0.11866833802299,0.10717623797701854
134,0.11837048932056915,0.10692672453382436
135,0.11839082116549256,0.1067859721096123
136,0.11911533122267415,0.10673812528451283
137,0.11753596512466923,0.10633426218056212
138,0.11765645621355791,0.10612928553246985
139,0.1168368084948333,0.10589414915325594
140,0.11711737934622492,0.10549572526532061
141,0.11612911567763493,0.10520380874182664
142,0.11583590077352002,0.10535408253324967
143,0.11660125724581069,0.10480643903800085
144,0.11527061054934537,0.1046078334763354
145,0.11531790320497193,0.10446552147029661
146,0.11504895358951026,0.10446884998065584
147,0.11479577786957303,0.10392326127518625
148,0.11415365662303244,0.10399299198944195
149,0.11397510282377668,0.10359955312428522
150,0.11357384159634668,0.10394040681421757
151,0.11341635145963908,0.1036700823654731
152,0.11333103527867402,0.1034345358756243
153,0.1127325074881061,0.10282973808181636
154,0.11335148398246021,0.10390571789706454
155,0.1122723604381157,0.10248152418609928
156,0.11194582414176955,0.10208700920509942
157,0.11229276572706928,0.10244520236829333
158,0.11187900970355312,0.10205075776606214
159,0.11126405423581963,0.10190588812909875
160,0.11108338218477264,0.10214841166766835
161,0.110895696569157,0.10155838932476792
162,0.11024789082002118,0.10140334756350984
163,0.11016978044856916,0.10118176784439414
164,0.10974518354895925,0.10133438007723466
165,0.10967977993852764,0.1009193248681578
166,0.10897997455006686,0.10093628251742498
167,0.10947020586929426,0.10070085534643308
168,0.10901581137537521,0.10091417828830433
169,0.10897364056284622,0.10051776393882784
170,0.10802852712689597,0.1001736460545776
171,0.1081428262660332,0.0999505119946073
172,0.1079424737286771,0.10019111613213431
173,0.1079289457612148,0.09996718643050567
174,0.10716166784680572,0.10011487786530279
175,0.10774380567593639,0.09951364656216373
176,0.10709501695836214,0.09972960246252079
177,0.10673635372218203,0.09961611205967617
178,0.10667404227512327,0.09934425213392459
179,0.10643787011413423,0.09905259528507789
180,0.10635809521400681,0.09906808009334639
181,0.10577145639929499,0.09914476665503838
182,0.10611027346676653,0.09891352711208895
183,0.10550063089371163,0.09893384393231541
184,0.10540331388289396,0.0988655584115608
185,0.10510744949423875,0.0986262730633219
186,0.10506738227736499,0.0986976467584278
187,0.10467066137567071,0.09860912513206987
188,0.10455392834693011,0.09843530836423822
189,0.10457214164966207,0.09857835319331464
190,0.10443709866029191,0.09831041658260659
191,0.10406951065856995,0.09843158135738443
192,0.10419621849466619,0.09830842775237911
193,0.10397103935226018,0.09814517758786678
194,0.10356372154695544,0.09835852220581442
195,0.10374207330933442,0.09818363569530786
196,0.10330385875396984,0.09819435709904806
197,0.1034615588954102,0.0981071240213864
198,0.1034359749810414,0.09811975228070628
199,0.10290429929450572,0.09811675305679149
