epoch,train_loss,test_loss
0,0.5083395931665557,0.2768923821402531
1,0.2743211797507759,0.24480197301097945
2,0.2534146528877091,0.24300170762866152
3,0.24409369109754295,0.23183080466354594
4,0.23533883473033881,0.21468914022632674
5,0.22256533467595382,0.2019799915598888
6,0.20794374483947195,0.19274389480843263
7,0.1987243997302909,0.18122096710345326
8,0.1939601133714785,0.1833209307754741
9,0.186432003248914,0.16746799282583535
10,0.18179159222145755,0.16563348340637543
11,0.17830753694861293,0.1633258552527895
12,0.17567670929736837,0.15577693970180026
13,0.1704752636522091,0.1573258217643289
14,0.16534639758837208,0.151099954457844
15,0.16297324774979674,0.15108264690520717
16,0.15877560487110054,0.1433471403285569
17,0.15742705518268638,0.1404835199024163
18,0.15293843056847786,0.1383129349526237
19,0.1518546785528564,0.13786124598746205
20,0.1508359854335326,0.13663900716632021
21,0.14790810937749338,0.13467340551170648
22,0.1462223414381587,0.13330424576997757
23,0.1454420963554086,0.13336915303679073
24,0.14273209006828455,0.1296492205823169
25,0.14292771651451538,0.12931897447389715
26,0.13994651710689432,0.1281787158519614
27,0.13989558683461017,0.1283427761758075
28,0.13736263066348728,0.12677704031560935
29,0.1372379750630452,0.12450361646273557
30,0.13717085547772453,0.1267679215354078
31,0.13643355399878393,0.12437168333460302
32,0.13536161855861417,0.12362631235052557
33,0.13356628714539973,0.1244536987414547
34,0.1328130754643323,0.12108325081713059
35,0.13264547560668022,0.12288204682808296
36,0.1332164819326238,0.1220124149147202
37,0.13222459394226121,0.12102147907603021
38,0.1312536588902886,0.12327470046048071
39,0.12986418650225803,0.118826490845166
40,0.12972946961418283,0.11855815584753074
41,0.12801085781855065,0.11819468979157653
42,0.12889877047013132,0.11750881914414611
43,0.12742870832803624,0.11781131549208772
44,0.1282867801882753,0.1173003006215189
45,0.12599711618346507,0.11669412050761428
46,0.12653389865312448,0.11659200913181492
47,0.1269400455012246,0.11598398310004496
48,0.12460680718870604,0.11542234029255662
49,0.12496107538093458,0.11605762617260802
50,0.12398667679816013,0.11601125456246675
51,0.12503210792769467,0.11505322844958772
52,0.12368329971048632,0.1145800047499292
53,0.12253797695893753,0.11435072270094179
54,0.12412457789740232,0.11404979871768578
55,0.12210253008100205,0.11406660795796152
56,0.12088927867097483,0.11393165953603446
57,0.12239812260967806,0.11287142767333518
58,0.12108155671194032,0.11289902528127034
59,0.1213082218141126,0.11169864602533042
60,0.1199652139510365,0.11138297960746522
61,0.11931616216716465,0.11106236271706282
62,0.11901443487035517,0.11120782032901165
63,0.11878389165476963,0.11096515959384394
64,0.11926370894538645,0.11035807445353153
65,0.11856935246780642,0.11049752507139654
66,0.11841843745486309,0.10964240206807267
67,0.11724738028903246,0.10943883547888082
68,0.11686807850899854,0.10907747253191237
69,0.11620876621386891,0.10950507764138427
70,0.11683531859651408,0.1086672833006756
71,0.11607097795326149,0.10870517658836701
72,0.11550597574257822,0.10781337350022559
73,0.11525713968182598,0.10747248000081848
74,0.11469317272069539,0.10708360921810656
75,0.1138621258949827,0.10710729892347373
76,0.11445662530817445,0.1068041123741982
77,0.11410428202471692,0.10637138813149695
78,0.11338015409792239,0.10667076107918047
79,0.11324366242891398,0.10583864101300053
80,0.1120586435375202,0.10650770687589459
81,0.11306944781694285,0.10549772267832476
82,0.11135716514886515,0.10496066598331227
83,0.11203250721841143,0.10490268936344221
84,0.11123427520897444,0.10483343563243455
85,0.11132733204405433,0.10452195023204766
86,0.11034786270139568,0.1045692629527812
87,0.11050478094932369,0.10445177533170756
88,0.11024080744142509,0.10428374698933433
89,0.11018875433669746,0.1039712111301282
90,0.11008850538628981,0.10415529912593317
91,0.10990041164039259,0.10474242153120976
92,0.10917344932579384,0.10380525514483452
93,0.10881595553129221,0.10953919333862323
94,0.10964734242473537,0.10366355014197967
